attack_profile,source_file,sha256,total_attack_events,scored_attack_windows,eligible_coverage_pct,attack_exceedance_count,exceedance_pct_of_eligible,profile_detected,first_detection_utc,attack_events_to_detection,seconds_to_detection,median_attack_score,maximum_attack_score,median_score_to_threshold,maximum_score_to_threshold,locked_threshold,locked_candidate_id
0125,dns_0125.log,23cd7e49cd890346e7bbc0502df75c1ee92765494646609a5f934505e46d3816,265,138,52.075471698113205,7,5.072463768115942,true,2026-07-16T19:47:55.685814+0000,163,2431.701266,197.43865452032418,226.94339694334587,0.9134747718089554,1.0499821741594781,216.1402379283405,w64__baseline+regularity+local_change__64fd5af306
j1,dns_j1.log,53fd9388ffe14a19f76cefaa8753d70dceb34269ca0e0e4ffaf0e1ea878b26bc,729,602,82.57887517146776,602,100.0,true,2026-07-16T19:17:49.233196+0000,128,625.248648,553.5699470033567,595.0683542436494,2.5611609957924086,2.753158597155516,216.1402379283405,w64__baseline+regularity+local_change__64fd5af306
j2,dns_j2.log,95f1faf36213a0551bd56b9fd7fc96068897b15acc48ea65ffcf13d1fa482bf1,729,602,82.57887517146776,602,100.0,true,2026-07-16T19:18:07.284342+0000,128,643.299794,458.82013835176315,532.6791188209445,2.1227890870735564,2.46450695125796,216.1402379283405,w64__baseline+regularity+local_change__64fd5af306
j3,dns_j3.log,5c6a84857ce367ee7c39eb5ccc6c6563c15a35b23a6eedfeb01b92cf09d22f8d,729,602,82.57887517146776,602,100.0,true,2026-07-16T19:17:53.301656+0000,128,629.317108,492.8451814678074,551.7431812889005,2.2802102292087145,2.552709234417639,216.1402379283405,w64__baseline+regularity+local_change__64fd5af306
new_s2_evaluation,dns_new_s2_evaluation.log,830b096e1f5298d0b03b7145e8c3a502b2cf7fa120da5bb1a1381db54471327f,265,138,52.075471698113205,0,0.0,false,,,,57.61679964675622,78.05547771783932,0.2665713714345896,0.3611334866010371,216.1402379283405,w64__baseline+regularity+local_change__64fd5af306
no_jitter,dns_no_jitter.log,789e4b80f2a0e471c1bbdbee80c5c3560dbf5f3ab70c5dada94c1641c4235335,729,602,82.57887517146776,602,100.0,true,2026-07-16T19:17:54.769418+0000,128,630.78487,666.143383906317,778.9087681401683,3.081996162728253,3.603719398136357,216.1402379283405,w64__baseline+regularity+local_change__64fd5af306
s1,dns_s1.log,81897052e085426c4c2d6932859cab87be0fbb92b12c28caff47abf1389197f4,513,386,75.24366471734893,326,84.4559585492228,true,2026-07-16T19:21:10.545161+0000,128,826.560613,486.0439285325381,702.3586899103682,2.2487433769443794,3.24955083163751,216.1402379283405,w64__baseline+regularity+local_change__64fd5af306
s2_context_coupled_lowrate,dns_s2_context_coupled_lowrate.log,17ec3ee3d0d50d719735299774a802d53be456e68f9b395e565e028186b641fe,265,138,52.075471698113205,0,0.0,false,,,,29.226509594606284,47.433434621653745,0.13522012316973617,0.21945675213599009,216.1402379283405,w64__baseline+regularity+local_change__64fd5af306
s2_second_attempt,dns_s2_second_attempt.log,eee3fb739156ec4a274042b65d416baacade23d55dd7cb695e534737b82b95cd,265,138,52.075471698113205,0,0.0,false,,,,105.55132611400755,127.64243458923194,0.4883464880287687,0.5905537803264135,216.1402379283405,w64__baseline+regularity+local_change__64fd5af306
